URL,Source,Medium,Campaign Name,Term,Content,Final URL,Bit.ly (Not Instant),Deal ID Number,Notes
https://leveredge.org/,email,up_partner,CCFC,nick,campaign_1,https://leveredge.org/?utm_source=email&utm_medium=up_partner&utm_campaign=CCFC&utm_term=nick&utm_content=campaign_1,https://bit.ly/3bRwPIt,2017913047,
https://leveredge.org/,email,up_partner,Educational_Directions_Inc.,helene,admissions_counselor,https://leveredge.org/?utm_source=email&utm_medium=up_partner&utm_campaign=Educational_Directions_Inc.&utm_term=helene&utm_content=admissions_counselor,https://bit.ly/2yr2OS8,2017046038,
https://leveredge.org/,email,up_partner,Yale_medical_school,helene,campaign_1,https://leveredge.org/?utm_source=email&utm_medium=up_partner&utm_campaign=Yale_medical_school&utm_term=helene&utm_content=campaign_1,https://bit.ly/3gaouCY,1988122647,
https://leveredge.org/,email,p_partner,josh_lee_dental,helene,campaign_1,https://leveredge.org/?utm_source=email&utm_medium=p_partner&utm_campaign=josh_lee_dental&utm_term=helene&utm_content=campaign_1,https://bit.ly/3cW9Zkm,2018364086,
https://leveredge.org/,email,p_partner,admit_advantage,helene,campaign_1,https://leveredge.org/?utm_source=email&utm_medium=p_partner&utm_campaign=admit_advantage&utm_term=helene&utm_content=campaign_1,https://bit.ly/3e2ZFa4,2017094968,
https://leveredge.org/,email,up_partner,the_legacy_financial,nick,campaign_1,https://leveredge.org/?utm_source=email&utm_medium=up_partner&utm_campaign=the_legacy_financial&utm_term=nick&utm_content=campaign_1,https://bit.ly/2WRrfS9,,Jacob Murray
https://leveredge.org/,email,up_partner,getready4college,nick,campaign_1,https://leveredge.org/?utm_source=email&utm_medium=up_partner&utm_campaign=getready4college&utm_term=nick&utm_content=campaign_1,https://bit.ly/3bMjMYM,,Keith Wren
https://leveredge.org/,email,up_partner,uc_davis_cc,nick,campaign_1,https://leveredge.org/?utm_source=email&utm_medium=up_partner&utm_campaign=uc_davis_cc&utm_term=nick&utm_content=campaign_1,https://bit.ly/3bWRomB,,UC Davis CC
https://leveredge.org/,email,up_partner,International_Education_Foundation,nick,campaign_1,https://leveredge.org/?utm_source=email&utm_medium=up_partner&utm_campaign=International_Education_Foundation&utm_term=nick&utm_content=campaign_1,https://bit.ly/36l58qa,2006321152,
https://leveredge.org/,email,up_partner,Brigham_Young_University_Entrepreneurship_Association,helene,campaign_1,https://leveredge.org/?utm_source=email&utm_medium=up_partner&utm_campaign=Brigham_Young_University_Entrepreneurship_Association&utm_term=helene&utm_content=campaign_1,https://bit.ly/3gfj7T6,2016918832,
https://leveredge.org/,email,up_partner,scholarship_general_page,tyler,scholarship_general_page,https://leveredge.org/?utm_source=email&utm_medium=up_partner&utm_campaign=scholarship_general_page&utm_term=tyler&utm_content=scholarship_general_page,https://bit.ly/3e1nwXM,,
https://leveredge.org/,email,up_partner,law_scholarship_essay,tyler,law_scholarship_essay,https://leveredge.org/?utm_source=email&utm_medium=up_partner&utm_campaign=law_scholarship_essay&utm_term=tyler&utm_content=law_scholarship_essay,https://bit.ly/2ynIf9d,,
https://leveredge.org/,email,up_partner,negotiation_scholarship_essay,tyler,negotiation_scholarship_essay,https://leveredge.org/?utm_source=email&utm_medium=up_partner&utm_campaign=negotiation_scholarship_essay&utm_term=tyler&utm_content=negotiation_scholarship_essay,https://bit.ly/3e8ssKB,,
https://leveredge.org/,email,up_partner,law_scholarship_general,tyler,law_scholarship_general,https://leveredge.org/?utm_source=email&utm_medium=up_partner&utm_campaign=law_scholarship_general&utm_term=tyler&utm_content=law_scholarship_general,https://bit.ly/2Zp5lHB,,
